"Path","Size","Sig","SHA256","Issues","Status"
"assets\icons\aboriginal_flag.png","104111","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","264DA38ED9DD4B95AA706BE286713389E2FD8A992549E6D0E79687B8FF44AD38","","CLEAN"
"assets\icons\dfc_logo.png","78","50 4C 41 43 45 48 4F 4C 44 45 52 3A 20 41 64 64","58663DE0F4A35FD2B9E23D544F993F564B2F6E13563B478427848EC870BDFEC5","","PLACEHOLDER"
"assets\icons\pink_shield.png","81","50 4C 41 43 45 48 4F 4C 44 45 52 3A 20 41 64 64","EF7AB65EAFADE8A1D2282A93A06667D20B37A47F0BFBD8860329901CB8E5CE7F","","PLACEHOLDER"
"assets\logos\datafight central with logo.png","39763","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","2E69D714B8DEB8768B7650A57F812377153770468702BA9CF76894FEE8B12C46","","CLEAN"
"assets\logos\DFC logo with cyan glow effect.png","2157064","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","CDFE4C9D441D310FFF2305249761EDAE68809C50A6761286CE5BF53C7C013230","","CLEAN"
"assets\logos\dfc_app_icon.png","42758","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","8CBD2730C1DA378F106A20A478E961697633A85FC9B37653411B9166F3C9C89C","","CLEAN"
"assets\logos\dfc_hex_badge_final.png","103641","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","0DA64A66308B888EAC1D0484148F509ED6CC2AF11A1BC62509C6991FB8038FCB","","CLEAN"
"assets\logos\dfc_hex_badge_transparent.png","2699058","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","3CDB931E6463EBFC650A524D4CF6AAC9E01028448764C88837E5FF80189B3B37","","CLEAN"
"assets\logos\dfc_hex_badge.png","40609","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","5A0CBFCD66683F240B011D675B0D736A80DD6FF94AD63E7EC518E2B560B086DD","","CLEAN"
"assets\logos\dfc_icon_transparent.png","57248","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","881037099D352996014048F5C50D5CB63E1C175DE6D2A572E024836246DCDAD4","","CLEAN"
"assets\logos\dfc_wordmark_transparent.png","46598","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","1948F1E8990A4311358862270329AAA9C77552DA28B4E92CE4A85FA10253E023","","CLEAN"
"assets\logos\dfc_wordmark.png","35181","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","A9DD5F0E6295CCFDE2385DBE57375769AE02A76B2F5A4690D14294C98E68042B","","CLEAN"
"assets\logos\last logo square .png","46444","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","5C51B2D88CFDB31B95B6CCA4AA5BFBAD4207BF0E560061207C348333BBEDF293","","CLEAN"
"assets\logos\logo_resized.png","111258","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","6F8AAB85F5F113D02875567A6B8CC8E94B028004EB976505BDEB6CF8E828B4AC","","CLEAN"
"assets\logos\dfc with databg\dfc and back ground.png","2290116","89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52","7B44AD98A687584101EF27663F30F990080DFB80C93F7C19837E26998E852BA8","","CLEAN"
"assets\poster_templates\blueprint_pack\dfc_class_ppv_blueprint_slide.svg","3123","3C 73 76 67 20 78 6D 6C 6E 73 3D 22 68 74 74 70","FC850760C63BAA04E91CCC090393E739E181B123C86EB61A7EE5D41705E0E436","","CLEAN"
"assets\poster_templates\blueprint_pack\dfc_one_page_architecture.svg","6400","3C 73 76 67 20 78 6D 6C 6E 73 3D 22 68 74 74 70","5BE081C87E82441E8101B3ED55C25796592034A0C1543E664271EA96C57C6860","","CLEAN"
"assets\poster_templates\blueprint_pack\nav_card_blueprint.svg","2431","3C 73 76 67 20 77 69 64 74 68 3D 22 31 32 30 30","CEB8CE9CCA1030D498221179271DBE60F4B45EB5CFF30225E05D92EE4B3CC3C7","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_banner.jpg","15964","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","D9C3F85B6E0DF228AFB4CA1A9E9F4A6EE47EA6DB8582AD8811C972C34E4D4E50","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_banner.webp","6120","52 49 46 46 E0 17 00 00 57 45 42 50 56 50 38 20","3B38D5C3415984E5B81161A11A7424173A02F1FC1436677FC5BB35A2312B6A43","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_hero.jpg","89416","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","7F5B8AD633525B47A1A9CCA936AF1A847D17259C6B586660FFD4E007305E1E4F","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_hero.webp","35792","52 49 46 46 C8 8B 00 00 57 45 42 50 56 50 38 20","8F743BA4212227F44989CDF570AC866BEB6ACD90836C848FE5B210F02B2D5636","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_portrait.jpg","66799","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","6D1038E2F5FE0154D707660111863FF7D541264172A04E064954DC992EE3DC3B","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_portrait.webp","31712","52 49 46 46 D8 7B 00 00 57 45 42 50 56 50 38 20","FA2E53D3342F5D1AA8F6EFE85098759C226C87B05F062275C8824064A634E83A","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_preview.jpg","4164","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","F9B290AA29A164BFE2443C5152A52C39763372EA26E5CA93E6650E5AA556DC9F","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_preview.webp","1920","52 49 46 46 78 07 00 00 57 45 42 50 56 50 38 20","9367C74F6FDC4C2EF84DB3512D95B838417D65B3D8E89E780D1180224670C3C4","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_thumb.jpg","39454","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","079C05B5DE51869A0B30DD301B498644CB69F44610E965C7EDEF8472BCB37F78","","CLEAN"
"assets\ppv\ppv-adelaide-cs12_thumb.webp","17760","52 49 46 46 58 45 00 00 57 45 42 50 56 50 38 20","383337819BE3E169CA246F4D77FC9D4933F65A8F9EC2BD286D4169A189E976CF","","CLEAN"
"assets\ppv\ppv-bkfc-72_banner.jpg","22970","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","14B099B1AF1B4F38DB60B290964687FAE2523B05A73A461B769B6177A4F546C9","","CLEAN"
"assets\ppv\ppv-bkfc-72_banner.webp","9518","52 49 46 46 26 25 00 00 57 45 42 50 56 50 38 20","33B23AA9153C01FDE585DDF0A73CAC610A94D3276425CFD5B246B684FF074AD4","","CLEAN"
"assets\ppv\ppv-bkfc-72_hero.jpg","95685","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","CE51BD3C82356972CF058E41AE2A1C3C20E3636217CBD5CB01FAD95554500C93","","CLEAN"
"assets\ppv\ppv-bkfc-72_hero.webp","37734","52 49 46 46 5E 93 00 00 57 45 42 50 56 50 38 20","24C99BFCF242B151001E36B117FB2416C92FA9A9E3CBC32297D14BEC6129BCB8","","CLEAN"
"assets\ppv\ppv-bkfc-72_portrait.jpg","68925","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","4471313C713FE106F1743A19DE2DF9BE39EFCDDB704C5BB72BCC7EAFC5F85F21","","CLEAN"
"assets\ppv\ppv-bkfc-72_portrait.webp","32930","52 49 46 46 9A 80 00 00 57 45 42 50 56 50 38 20","2137A8A87CFD56BE93D55B4D5D0B4C24FFEB677EA2AFF2A2603CE347AC105E4D","","CLEAN"
"assets\ppv\ppv-bkfc-72_preview.jpg","5927","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","4458494323392CD85050A938EB25D49448F034EC42B78E9FA76C97FD54B16A71","","CLEAN"
"assets\ppv\ppv-bkfc-72_preview.webp","3050","52 49 46 46 E2 0B 00 00 57 45 42 50 56 50 38 20","7076CD48135D495F7A60317FD80E008F2850516DCF1208202213AD82D5A8448B","","CLEAN"
"assets\ppv\ppv-bkfc-72_thumb.jpg","46514","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","A9AA67443B890E2FC342FEAA6A570FCF6FFEE9D59E1E2DB68DB3FB11D2804FBB","","CLEAN"
"assets\ppv\ppv-bkfc-72_thumb.webp","21170","52 49 46 46 AA 52 00 00 57 45 42 50 56 50 38 20","D7553F59FA1106DF9FC8604F78E5E70EF410408C2807F10F3A54C483275DE2E0","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_banner.jpg","16277","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","8A1CC217F547D6730E1241FE90BC1CBB98585EF36AB868448C25210212D0E2BF","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_banner.webp","6398","52 49 46 46 F6 18 00 00 57 45 42 50 56 50 38 20","CA6CC833917CB3094272B0D03D4237DAC7A3825BFD638C7BFFEC825B43F760AF","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_hero.jpg","88460","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","915E7675E6790E50DA1A3A540AD775515F8F062A47800BF96DD136075E2C021E","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_hero.webp","33980","52 49 46 46 B4 84 00 00 57 45 42 50 56 50 38 20","545B3BDE80EF4155E664BB33219EF9E1FCDD3131083145ABF61821D7C91B3FC8","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_portrait.jpg","65340","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","B8520DB928736804BD407BE687BC06F1CBC729E7323925B733C76F513B4529EE","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_portrait.webp","30674","52 49 46 46 CA 77 00 00 57 45 42 50 56 50 38 20","17116D61866234C405A842EF71CB7939B94273CDAE801D1588B21AAC578E6127","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_preview.jpg","4261","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","C4AE5CA5D99160749A25C1559BFE5DEAA10D159C9618EF0C5A80C8137A75622E","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_preview.webp","1994","52 49 46 46 C2 07 00 00 57 45 42 50 56 50 38 20","CA7F402E8D4C2372F9311EC980730C30DD40B79295CF9AED52D9F420503E7728","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_thumb.jpg","40768","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","62398251EB1A132E8EF77E503966EA6C7987B66A2C4C613225FC47EED83FE9D8","","CLEAN"
"assets\ppv\ppv-bkfc-newcastle_thumb.webp","18334","52 49 46 46 96 47 00 00 57 45 42 50 56 50 38 20","9065F2E627968A888445550DF8FD18BBE04B296CC0462E2F78530E75135BCCA8","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_banner.jpg","27673","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","3F7939F162E97206C40CC06F9A2379A5C49D8B0A5713EAA8945F385194A11FBB","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_banner.webp","11926","52 49 46 46 8E 2E 00 00 57 45 42 50 56 50 38 20","4263F6703551581026B586E9601A0F86D1062A7FDFD457937201EA3B4E42519A","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_hero.jpg","102123","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","DBF2F0FBABC522A88540C09714941E8A4A33AA9EDCF998616DE6B620E3FE56B4","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_hero.webp","39528","52 49 46 46 60 9A 00 00 57 45 42 50 56 50 38 20","474D8214618547881CBA26D9752CD46D701CD5C5831E53F1B07B21E221533B31","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_portrait.jpg","75245","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","5FE1B07476AA8CB25D17DDCA4A139F4CBEB6C1ABCBB2E824C069D00D46ABEF08","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_portrait.webp","35432","52 49 46 46 60 8A 00 00 57 45 42 50 56 50 38 20","46D09C2BB280ABE894C1D758ACAC3CBAB7B090D9A2CB6AEEE2D96C33B0EE5408","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_preview.jpg","6799","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","AA5A2EF176F389423B4A691C9064C3C57622F18181266520523C1F7B5F62474A","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_preview.webp","3746","52 49 46 46 9A 0E 00 00 57 45 42 50 56 50 38 20","B1B3C72544DFB30B779BA450C5C8422E7D4C0583626241ACA933CA22826BB24D","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_thumb.jpg","50709","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","C56F3F40376B078DE91295BD68551EF0DBAEC07DCDE6DC63039DEB854B4566B7","","CLEAN"
"assets\ppv\ppv-bkfc-townsville-hepi_thumb.webp","23002","52 49 46 46 D2 59 00 00 57 45 42 50 56 50 38 20","8E5FC08F884589620C25E236783EC48F25D21CD91C4A7B6958318D2DED446F59","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_banner.jpg","16655","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","85E7B04162460FAAB9C277D1102FCEF03D8C1119BF883B950AFF91A504919BEF","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_banner.webp","6578","52 49 46 46 AA 19 00 00 57 45 42 50 56 50 38 20","117CA3BC7937A25A79626C91CFBA3924310421A39EADBE5805BF3E2F7A6B2427","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_hero.jpg","92972","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","FFCBDA1329854491E660E1D603EA459FA53F23C2288E11BC68D6B965817CE658","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_hero.webp","37356","52 49 46 46 E4 91 00 00 57 45 42 50 56 50 38 20","6564A66C845E4ECEC61A79A3C4153F62A927750F29F2C146B613B5C4235EEE32","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_portrait.jpg","70193","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","FFD6BAF0CE388FBB7CFFFAD8DC970B0D02CAFCB2B8E8EC436A94C0AF4F05C2F5","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_portrait.webp","33476","52 49 46 46 BC 82 00 00 57 45 42 50 56 50 38 20","ED62B72A3540954C8AB57FE3FEAD8272788F5007086A88D355E3A434455D3AF2","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_preview.jpg","4408","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","18884B541923660F4646DDDA86689BA457904D762C21C4F93B926D141F9260BE","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_preview.webp","2062","52 49 46 46 06 08 00 00 57 45 42 50 56 50 38 20","4E789417475531B94E40DE38D85D5A0019676F22991BF76A26BC0BE316139D52","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_thumb.jpg","42702","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","9C3805369B015FB7DC5D46DE49BC48F2D0D24700DB3E721A07C5052AFC59EC63","","CLEAN"
"assets\ppv\ppv-brisbane-bonanza_thumb.webp","19734","52 49 46 46 0E 4D 00 00 57 45 42 50 56 50 38 20","24E00C480A09A371FD12310FB4FC9B482983EF2C088B6107EABFA9D0CF4F5668","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_banner.jpg","25327","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","81A0B4A3D54384F927194B23B4FDEBE43F1E4B6F0EA6A648B170FB491A092A92","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_banner.webp","10760","52 49 46 46 00 2A 00 00 57 45 42 50 56 50 38 20","15D0938F35F86BFD0BA09D79B7192199EE2516C97129AB2FC5EB912713066826","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_hero.jpg","91673","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","2C2B5562053B77297CDC16234FA2D50C2D3A9C9483048BE59CDDD39C044DDDB9","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_hero.webp","35922","52 49 46 46 4A 8C 00 00 57 45 42 50 56 50 38 20","D86083BEC2D42ED3EF7D2871071FA75993C63375BBCE326C2193AFF732814198","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_portrait.jpg","68594","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","03D5B7EB0F31DC60CA35231AD77875956A5CA692672758E37BFA141484BC1885","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_portrait.webp","32144","52 49 46 46 88 7D 00 00 57 45 42 50 56 50 38 20","6F2CCB32D2C6826840139C6AFE3721F7CA3AEC8A8603AD03A0A501638E29933A","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_preview.jpg","6163","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","61D0B564E47BC725392637E65F3DD02E3799E456F8AF1B9D942C9818632B1719","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_preview.webp","3342","52 49 46 46 06 0D 00 00 57 45 42 50 56 50 38 20","808E683DEF281FC973E0188B60579280087DE38B11D8ABE1CB0B79310BA8A82A","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_thumb.jpg","41728","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","899016DF4827BC40088418C0BAC128F648033C86419A2199EACE2D6A372A67C6","","CLEAN"
"assets\ppv\ppv-elite-fs-cairns_thumb.webp","18982","52 49 46 46 1E 4A 00 00 57 45 42 50 56 50 38 20","47DF610177891A28D2DE7559D1094812464F905BD4059C0C9E38EA8C8324D2BC","","CLEAN"
"assets\ppv\ppv-eternal-80_banner.jpg","25008","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","9A5043C41648E63F983448D8F81B445A4A4730B58CCA9C2404A2D7139D960C90","","CLEAN"
"assets\ppv\ppv-eternal-80_banner.webp","10544","52 49 46 46 28 29 00 00 57 45 42 50 56 50 38 20","135FED5D107627FD51942E8F68F3570F0D3B8424B7CEAF18A65BCE7C1A939C38","","CLEAN"
"assets\ppv\ppv-eternal-80_hero.jpg","83099","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","2604DC80074A2283C90F6DC7AB0369F7A4C608EA97A07B6A23F6B239D0E9A82D","","CLEAN"
"assets\ppv\ppv-eternal-80_hero.webp","32952","52 49 46 46 B0 80 00 00 57 45 42 50 56 50 38 20","AE5562F20C85052B1806E850249022A7401AA4E142EF3F35F8AF6494450FAF99","","CLEAN"
"assets\ppv\ppv-eternal-80_portrait.jpg","62167","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","A8810422BE3F8A6D732ACFAC6DBD186E59BE3D82E408D918B74E8AEE9AA05C28","","CLEAN"
"assets\ppv\ppv-eternal-80_portrait.webp","29612","52 49 46 46 A4 73 00 00 57 45 42 50 56 50 38 20","05E887F981982EC95D9F49C78A1A4FB6C37D616C455ECB153B0E6323EF397904","","CLEAN"
"assets\ppv\ppv-eternal-80_preview.jpg","6154","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","7E7E080D183F04D9E1398F269E5770BDB00CF8D07E6B604663F608A5CB5F6841","","CLEAN"
"assets\ppv\ppv-eternal-80_preview.webp","3298","52 49 46 46 DA 0C 00 00 57 45 42 50 56 50 38 20","98E41080CC009BA3DC1D94082385230A15FFDEC39B834D158733399B80953D6C","","CLEAN"
"assets\ppv\ppv-eternal-80_thumb.jpg","37499","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","E0AB5F5019E2516C27BE545C451C4380EB116CD0B6DE09D92EC7B52B194174A3","","CLEAN"
"assets\ppv\ppv-eternal-80_thumb.webp","16846","52 49 46 46 C6 41 00 00 57 45 42 50 56 50 38 20","A01B98FAB4121F0EB4EF90D25406458A49BEA3375CBE2AA291B2B600D91805A3","","CLEAN"
"assets\ppv\ppv-eternal88_banner.jpg","15964","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","D9C3F85B6E0DF228AFB4CA1A9E9F4A6EE47EA6DB8582AD8811C972C34E4D4E50","","CLEAN"
"assets\ppv\ppv-eternal88_banner.webp","6120","52 49 46 46 E0 17 00 00 57 45 42 50 56 50 38 20","3B38D5C3415984E5B81161A11A7424173A02F1FC1436677FC5BB35A2312B6A43","","CLEAN"
"assets\ppv\ppv-eternal88_hero.jpg","72677","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","A9D394F45979514AC279915D10D3C63414AEA9E68B4915438286B631D1A57507","","CLEAN"
"assets\ppv\ppv-eternal88_hero.webp","28426","52 49 46 46 02 6F 00 00 57 45 42 50 56 50 38 20","D48EF7F43BBB47B5B813B9D293AD2B649BAAF5F8A69E7A76BAED94A8024FB8B4","","CLEAN"
"assets\ppv\ppv-eternal88_portrait.jpg","52851","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","00E9615BD63BC57203ED514A138A1000E0873FA8D65E0AAAA89D57AFF98A740D","","CLEAN"
"assets\ppv\ppv-eternal88_portrait.webp","24436","52 49 46 46 6C 5F 00 00 57 45 42 50 56 50 38 20","A2BF233C7373FE6F5119930A58F538E715B12060530C26C2442D196C0E88BCF1","","CLEAN"
"assets\ppv\ppv-eternal88_preview.jpg","4164","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","F9B290AA29A164BFE2443C5152A52C39763372EA26E5CA93E6650E5AA556DC9F","","CLEAN"
"assets\ppv\ppv-eternal88_preview.webp","1920","52 49 46 46 78 07 00 00 57 45 42 50 56 50 38 20","9367C74F6FDC4C2EF84DB3512D95B838417D65B3D8E89E780D1180224670C3C4","","CLEAN"
"assets\ppv\ppv-eternal88_thumb.jpg","30314","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","2D3019BD558059F0353EB1CA9B21AA65FA37D152D8D76DA1C18EDBF5B7B5D0D7","","CLEAN"
"assets\ppv\ppv-eternal88_thumb.webp","13404","52 49 46 46 54 34 00 00 57 45 42 50 56 50 38 20","4A637E050F7C56F0F3A72A13FCE3E941042621CA415E1BE2AF125F20E7D30510","","CLEAN"
"assets\ppv\ppv-hex-25_banner.jpg","26060","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","419D3937E844D535BDD47D9EB215CB3DCD5DE051691E58C2EEFC11B4F7D1334E","","CLEAN"
"assets\ppv\ppv-hex-25_banner.webp","10980","52 49 46 46 DC 2A 00 00 57 45 42 50 56 50 38 20","B9BF963C112E491559098EA20D271434490E44CBF29157C9354FCA95DC03BC1C","","CLEAN"
"assets\ppv\ppv-hex-25_hero.jpg","89612","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","4F9E9B336AD695DF4133C2B6DE9A7AF38F698D26D0A7D43CE737DAA94FCFBE45","","CLEAN"
"assets\ppv\ppv-hex-25_hero.webp","35414","52 49 46 46 4E 8A 00 00 57 45 42 50 56 50 38 20","159DDB2364717A6687D470DAC35995B19058A59D83B88729F0A2E56EC68EF348","","CLEAN"
"assets\ppv\ppv-hex-25_portrait.jpg","67699","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","06F55BE005EA1D3B9B42D3258BBF2E7550C149EE021B57606111D936872C0946","","CLEAN"
"assets\ppv\ppv-hex-25_portrait.webp","32134","52 49 46 46 7E 7D 00 00 57 45 42 50 56 50 38 20","3C29E55196CBD758190703F72000723511EDEA4404F38561614E952E7BAE14B2","","CLEAN"
"assets\ppv\ppv-hex-25_preview.jpg","6344","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","A6474091C6C4EA80EA4AC84D161C056C95F5892420CD6AA5597E8D1D67F5782E","","CLEAN"
"assets\ppv\ppv-hex-25_preview.webp","3450","52 49 46 46 72 0D 00 00 57 45 42 50 56 50 38 20","344DE0A5A007D725F8AA80FA98BE7E98CC6C994E641ED0DA08E50CF640615EA1","","CLEAN"
"assets\ppv\ppv-hex-25_thumb.jpg","41049","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","B409D08BCF2E2C431BE278DC87418160B77C921307FBE20753435DE1869E0B61","","CLEAN"
"assets\ppv\ppv-hex-25_thumb.webp","18750","52 49 46 46 36 49 00 00 57 45 42 50 56 50 38 20","5E2B146A69A8037C27F7A040D9FFADB7A6CD336FD578985F6243F87A4FC2B9DA","","CLEAN"
"assets\ppv\ppv-ibc-03_banner.jpg","25760","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","55595601AEDDDF9C43FEFF2C564345E8013E0D4FBEB240A22B5F27BF71368821","","CLEAN"
"assets\ppv\ppv-ibc-03_banner.webp","11014","52 49 46 46 FE 2A 00 00 57 45 42 50 56 50 38 20","9403F80D0BA4A50824FD0482350F4022E25D1FB0FEA45D13CB3603145041FC26","","CLEAN"
"assets\ppv\ppv-ibc-03_hero.jpg","97716","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","B600E4E166A812807C6A0543F7EAE3A70283353C8C600C4ED3C6BCD5AF84AD72","","CLEAN"
"assets\ppv\ppv-ibc-03_hero.webp","39950","52 49 46 46 06 9C 00 00 57 45 42 50 56 50 38 20","C70B23DA857847B4D263B963710DBEC97D9958C6A29BC39878590881CCBE3F4C","","CLEAN"
"assets\ppv\ppv-ibc-03_portrait.jpg","73177","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","FF6D0E51B2C6CAFF65F4DD16F5DBB8178E3B90327F558482094B8474B5DD8755","","CLEAN"
"assets\ppv\ppv-ibc-03_portrait.webp","35766","52 49 46 46 AE 8B 00 00 57 45 42 50 56 50 38 20","BC91C5A2E9D5573ADB32A7B36F836630F87F47E175029D09C3971FF2BF35BEF0","","CLEAN"
"assets\ppv\ppv-ibc-03_preview.jpg","6254","FF D8 FF DB 00 43 00 07 05 05 06 05 04 07 06 06","B74200809C71E1F68E6B98AD3DEC11D1C86565AACB0A81969C870EDAE6599E78","","CLEAN"
"assets\ppv\ppv-ibc-03_preview.webp","3396","52 49 46 46 3C 0D 00 00 57 45 42 50 56 50 38 20","9179C97E5438195703D429C4654ADFFC8E385FF3F40DEA7C87309AD64A720AA3","","CLEAN"
"assets\ppv\ppv-ibc-03_thumb.jpg","44050","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","46AFC5AF6D8A9DED70E6C97B2F6930AADBD6833FD1098738F9F100B3F2867240","","CLEAN"
"assets\ppv\ppv-ibc-03_thumb.webp","20900","52 49 46 46 9C 51 00 00 57 45 42 50 56 50 38 20","39BEC0A294106AEC9E11C647EB1486FCB38C8904AB9754168A13C054B1DF4FE2","","CLEAN"
"assets\ppv\ppv-ifma-antalyacup_banner.jpg","15250","FF D8 FF DB 00 43 00 06 04 04 05 04 04 06 05 05","3AA3F3872F709730DFD873C352C6C8905BCADCF3667F1ED4DD15A69FAA60D8D3","","CLEAN"
"assets\ppv\ppv-ifma-antalyacup_banner.webp","5710","52 49 46 46 46 16 00 00 57 45 42 50 56 50 38 20","8CC227AB9B838EB213457CD2326AA485662C2CE84BAF1130A064AE2C520C6FDE","","CLEAN"
"assets\ppv\ppv-ifma-antalyacup_hero.jpg","81101","FF D8 FF DB 00 43 00 04 03 03 03 03 02 04 03 03","4138D3C8B9228038C8E5D08590B723877EB108FE915B392F9815551DADE81AC5","","CLEAN"
